,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Rank,Value,age
607,Ajay,Worham,0,80,1979-09-30,40,5,1000,N,1,12,5 Homewood Road,2800,0,Australia,6,1.02,1.275,1.275,1.08375,606,606,0.7649999999999999,14866.0
608,Jamison,Cashin,1,70,1970-05-19,175,3,1000,N,1,5,7 Dunning Avenue,2477,0,Australia,8,1.08,1.35,1.35,1.1475,609,609,0.7625,18287.0
609,Dorian,Emery,0,94,1998-08-24,113,5,1000,N,1,9,67 Beilfuss Plaza,2168,0,Australia,8,0.55,0.6875,0.859375,0.73046875,609,609,0.7625,7963.0
610,Nicol,Swinford,1,65,1976-12-07,174,6,20000,N,0,16,976 Roxbury Alley,4157,1,Australia,7,0.81,0.81,0.81,0.81,609,609,0.7625,15893.0
611,Agna,Cowpe,0,88,1969-03-05,184,6,1000,N,1,7,2 Main Lane,4114,1,Australia,3,0.51,0.6375,0.796875,0.67734375,612,612,0.7570312499999999,18727.0
612,Nev,Prosh,1,29,1950-05-08,65,3,40000,N,1,17,6115 Forest Crossing,2148,0,Australia,8,0.79,0.9875,0.9875,0.9875,612,612,0.7570312499999999,25603.0
613,Lucius,Hatchell,1,37,1951-03-19,97,7,1000,N,1,14,432 Ronald Regan Court,3782,2,Australia,8,1.09,1.3625,1.3625,1.158125,612,612,0.7570312499999999,25288.0
614,Francisca,Pottage,0,63,1957-06-10,148,4,1000,N,0,8,8600 Forster Lane,2177,0,Australia,9,0.98,0.98,1.225,1.04125,615,615,0.7565,23013.0
615,Farlie,Brookz,1,62,1963-07-31,15,3,1000,N,1,6,6692 Independence Way,2070,0,Australia,12,1.01,1.2625,1.578125,1.34140625,615,615,0.7565,20771.0
616,Mariette,,0,47,1956-07-05,119,6,40000,N,1,17,770 Farmco Point,2049,0,Australia,11,0.59,0.7374999999999999,0.9218749999999999,0.9218749999999999,617,617,0.7543749999999999,23353.0
617,Beverlee,Ungerechts,0,49,1973-10-03,36,5,1000,N,0,8,602 Toban Center,4020,1,Australia,7,0.84,0.84,0.84,0.714,617,617,0.7543749999999999,17054.0
618,Nanni,Girodias,0,61,1959-01-08,184,7,20000,N,0,16,74 Shopko Pass,2161,0,Australia,9,0.92,0.92,1.15,1.15,617,617,0.7543749999999999,22436.0
619,Delcina,Hursey,0,22,1968-12-26,184,2,1000,N,1,7,804 Washington Point,4132,1,Australia,4,0.55,0.6875,0.6875,0.584375,620,620,0.75,18796.0
620,Lek,Pimblett,1,88,1955-09-29,112,2,1000,N,1,6,97 Merrick Center,2460,0,Australia,2,0.62,0.775,0.96875,0.8234374999999999,620,620,0.75,23633.0
621,Kellyann,Adshad,0,62,1940-06-07,184,9,1000,N,1,22,29 Tennyson Alley,2161,0,Australia,9,1.05,1.3125,1.640625,1.39453125,620,620,0.75,29225.0
622,Ewell,Paulusch,1,31,1998-01-15,60,5,1000,N,1,8,8194 Lien Street,4032,1,Australia,7,1.03,1.2875,1.2875,1.094375,620,620,0.75,8184.0
623,Madison,Lars,1,11,1967-01-19,79,3,1000,N,0,19,9503 New Castle Street,4500,1,Australia,9,0.88,0.88,1.1,0.935,620,620,0.75,19503.0
624,Ardis,Taree,0,97,1960-04-12,34,5,40000,N,1,5,0 Emmet Trail,4128,1,Australia,9,0.62,0.775,0.96875,0.96875,625,625,0.748,21976.0
625,Wheeler,Godsil,1,51,1993-09-20,75,5,40000,N,1,6,7 Spaight Drive,2147,0,Australia,9,0.65,0.8125,1.015625,1.015625,626,626,0.74375,9762.0
626,Marissa,O'Scandall,0,17,1973-07-13,184,9,40000,N,1,7,45000 Randy Court,3199,2,Australia,7,0.87,1.0875,1.0875,1.0875,626,626,0.74375,17136.0
627,Terrel,Keynd,1,30,1961-04-20,90,5,1000,N,0,9,65 David Pass,4221,1,Australia,7,0.84,0.84,0.84,0.714,626,626,0.74375,21603.0
628,Augie,Swallwell,1,42,1939-08-22,184,6,40000,N,1,13,7 Golden Leaf Avenue,2400,0,Australia,2,0.53,0.6625000000000001,0.6625000000000001,0.6625000000000001,626,626,0.74375,29515.0
629,Dillon,Bannister,1,7,1945-12-24,170,9,1000,N,0,11,43 Dayton Drive,2062,0,Australia,9,0.57,0.57,0.7124999999999999,0.6056249999999999,626,626,0.74375,27199.0
630,Osbourn,Gherardini,1,43,1987-05-01,184,9,20000,N,1,16,5 Dryden Road,2782,0,Australia,7,0.4,0.5,0.5,0.5,626,626,0.74375,12096.0
631,Lissa,Gawn,0,86,1962-09-21,91,3,1000,N,1,17,14183 Iowa Center,4503,1,Australia,5,0.84,1.05,1.3125,1.115625,632,632,0.74,21084.0
632,Leisha,McConway,0,3,1975-10-31,109,2,1000,N,1,13,95 Del Mar Court,3175,2,Australia,8,0.77,0.9625,0.9625,0.818125,632,632,0.74,16296.0
633,Kearney,Cuddehy,1,88,1997-05-18,93,7,1000,N,0,12,98 Shoshone Road,4207,1,Australia,6,0.54,0.54,0.675,0.57375,634,634,0.7394999999999999,8426.0
634,Shellysheldon,Bichard,1,96,1954-01-06,52,2,1000,N,1,16,7199 Springview Parkway,4503,1,Australia,5,0.56,0.7000000000000001,0.8750000000000001,0.74375,634,634,0.7394999999999999,24264.0
635,Reinhard,Oscroft,1,23,1950-03-18,110,3,20000,N,0,18,045 Magdeline Court,3690,2,Australia,1,0.58,0.58,0.58,0.58,634,634,0.7394999999999999,25654.0
636,Menard,Venmore,1,97,1978-04-04,22,7,20000,N,0,8,5 Hoard Trail,2197,0,Australia,10,0.94,0.94,1.175,1.175,637,637,0.7374999999999999,15410.0
637,Andree,Breeds,0,31,1954-10-19,141,2,40000,N,1,11,93 Scofield Pass,3152,2,Australia,6,0.59,0.7374999999999999,0.7374999999999999,0.7374999999999999,637,637,0.7374999999999999,23978.0
638,Kata,Harrop,0,70,1950-05-04,184,7,40000,N,1,13,2 Ridgeway Avenue,2196,0,Australia,10,0.54,0.675,0.84375,0.84375,637,637,0.7374999999999999,25607.0
639,Pierrette,Gummie,0,18,1966-08-04,161,7,40000,N,0,14,29 Maple Trail,3143,2,Australia,8,0.62,0.62,0.62,0.62,637,637,0.7374999999999999,19671.0
640,Nady,Withinshaw,0,96,1968-02-17,48,9,20000,N,0,8,7 Brentwood Circle,4000,1,Australia,7,0.6,0.6,0.75,0.75,641,641,0.7343749999999999,19109.0
641,Demott,Mullaly,1,42,1982-12-15,81,6,1000,N,0,13,28 Hazelcrest Drive,2525,0,Australia,8,0.93,0.93,0.93,0.7905,642,642,0.7331249999999999,13694.0
642,Wendye,Kleinplatz,0,48,1996-05-28,66,5,40000,N,0,14,01 Reindahl Circle,4132,1,Australia,3,0.69,0.69,0.69,0.69,643,643,0.731,8781.0
643,Irvin,Bevans,1,82,1962-07-12,109,5,1000,N,0,12,5880 Hauk Street,2046,0,Australia,11,1.08,1.08,1.35,1.1475,644,644,0.73046875,21155.0
644,Madella,Marquiss,0,51,1976-10-08,174,9,40000,N,0,18,0 Larry Park,3175,2,Australia,8,0.79,0.79,0.79,0.79,644,644,0.73046875,15953.0
645,Austine,Speedy,0,38,1940-05-23,148,0,20000,N,1,14,69 Sunfield Terrace,2558,0,Australia,8,0.61,0.7625,0.7625,0.7625,646,646,0.73,29240.0
646,Wolf,Craft,1,93,1995-07-19,48,7,40000,N,1,5,7513 Swallow Drive,2148,0,Australia,9,0.87,1.0875,1.359375,1.359375,646,646,0.73,9095.0
647,Aldin,Newsome,1,24,1981-07-06,68,2,1000,N,0,17,058 Morningstar Center,2127,0,Australia,9,0.9,0.9,1.125,0.9562499999999999,648,648,0.725,14221.0
648,Sindee,Jasik,0,18,1942-10-21,145,3,1000,N,1,15,0689 Melby Park,4030,1,Australia,9,0.42,0.525,0.65625,0.5578124999999999,648,648,0.725,28359.0
649,Truman,Arlett,1,58,1958-06-25,172,5,20000,N,1,16,3 Spohn Circle,2477,0,Australia,5,0.67,0.8375,0.8375,0.8375,648,648,0.725,22633.0
650,Gordon,Rewan,1,42,1988-01-07,35,9,1000,N,0,5,91 Calypso Trail,2750,0,Australia,8,0.98,0.98,0.98,0.833,651,651,0.7225,11845.0
651,Israel,Brough,1,29,1976-10-29,184,9,1000,N,1,8,43863 Victoria Lane,2281,0,Australia,7,0.93,1.1625,1.1625,0.988125,651,651,0.7225,15932.0
652,Leticia,Hovenden,0,98,1997-04-03,95,7,1000,N,1,1,54782 Lake View Parkway,3178,2,Australia,9,0.96,1.2,1.5,1.275,653,653,0.7187500000000001,8471.0
653,Caritta,Compston,0,86,1958-04-25,72,5,1000,N,1,17,48971 Marquette Point,3976,2,Australia,5,0.65,0.8125,1.015625,0.86328125,653,653,0.7187500000000001,22694.0
654,Annabelle,Hanwell,0,11,1951-11-28,113,5,20000,N,1,15,99 Sherman Parkway,3083,2,Australia,12,1.03,1.2875,1.609375,1.609375,655,655,0.7171875,25034.0
655,Darryl,Hovee,0,2,1944-04-28,113,2,1000,N,1,19,381 Emmet Terrace,2047,0,Australia,12,0.62,0.775,0.96875,0.8234374999999999,655,655,0.7171875,27804.0
656,Orly,Nesbitt,0,6,1985-03-25,19,5,20000,N,1,14,7 Beilfuss Road,3163,2,Australia,6,0.78,0.9750000000000001,0.9750000000000001,0.9750000000000001,657,657,0.714,12863.0
657,Margette,Gibard,0,34,1942-07-06,184,5,40000,N,1,9,37068 Montana Street,2011,0,Australia,7,0.5,0.625,0.625,0.625,658,658,0.7124999999999999,28466.0
658,Nicol,Bertot,0,25,1977-09-11,67,2,40000,N,1,18,7 Elgar Hill,3060,2,Australia,5,0.44,0.55,0.55,0.55,658,658,0.7124999999999999,15615.0
659,Nobe,Trowsdale,1,12,1968-07-12,38,2,1000,N,0,16,36506 Bartillon Point,3816,2,Australia,3,1.09,1.09,1.09,0.9265,658,658,0.7124999999999999,18963.0
660,Stephen,Tittershill,1,73,1991-12-21,102,2,20000,N,0,6,8 Scott Drive,3150,2,Australia,11,1.06,1.06,1.325,1.325,658,658,0.7124999999999999,10401.0
661,Giselbert,Pickring,1,94,1959-07-28,170,5,40000,N,1,20,653 2nd Park,2766,0,Australia,8,0.52,0.65,0.8125,0.8125,662,662,0.711875,22235.0
662,Shane,Diss,0,50,1980-10-29,184,2,20000,N,1,16,22 Shelley Plaza,3198,2,Australia,8,0.8,1.0,1.0,1.0,662,662,0.711875,14471.0
663,Lisette,Davers,0,59,1940-10-26,55,3,20000,N,0,17,504 Stuart Pass,2130,0,Australia,11,0.76,0.76,0.95,0.95,662,662,0.711875,29084.0
664,Chicky,Sinclar,2,43,,107,4,20000,N,1,0,5 Red Cloud Place,3222,2,Australia,4,0.57,0.7124999999999999,0.7124999999999999,0.7124999999999999,662,662,0.711875,17950.413021363172
665,Kippar,Whyatt,1,13,1960-01-21,184,6,1000,N,0,10,264 Valley Edge Pass,2259,0,Australia,7,0.49,0.49,0.49,0.4165,666,666,0.71,22058.0
666,Xenia,Maleck,0,41,1960-02-14,175,8,1000,N,0,12,5 Southridge Hill,3029,2,Australia,7,1.05,1.05,1.05,0.8925,666,666,0.71,22034.0
667,Essie,Withur,0,42,1941-02-26,57,2,20000,N,0,19,539 Graceland Pass,3444,2,Australia,7,0.7,0.7,0.7,0.7,668,668,0.7054999999999999,28961.0
668,Cecil,Gant,1,52,1976-07-16,184,9,20000,N,1,9,22435 Barnett Court,2145,0,Australia,8,1.0,1.25,1.25,1.25,668,668,0.7054999999999999,16037.0
669,Lillis,Eshmade,0,50,1974-10-12,164,2,1000,N,1,22,46057 Harbort Hill,4304,1,Australia,2,0.64,0.8,0.8,0.68,668,668,0.7054999999999999,16680.0
670,Ted,Izacenko,1,3,1959-08-01,92,1,20000,N,0,9,2 Shasta Place,3130,2,Australia,10,0.75,0.75,0.9375,0.9375,668,668,0.7054999999999999,22231.0
671,Nixie,Shoesmith,0,45,1956-12-04,90,7,40000,N,0,12,77608 Donald Center,4516,1,Australia,6,0.43,0.43,0.43,0.43,672,672,0.7039062500000001,23201.0
672,Briana,Trill,0,5,1944-03-18,79,3,20000,N,0,11,0433 La Follette Road,2137,0,Australia,11,0.41,0.41,0.5125,0.5125,672,672,0.7039062500000001,27845.0
673,Cobbie,Bruyett,1,20,1956-03-19,23,9,1000,N,1,20,8593 Prairie Rose Way,2500,0,Australia,8,0.46,0.5750000000000001,0.5750000000000001,0.48875,674,674,0.703125,23461.0
674,Wrennie,Dwelly,0,23,1940-03-11,107,5,1000,N,0,18,179 Carey Terrace,3020,2,Australia,9,0.76,0.76,0.95,0.8075,674,674,0.703125,29313.0
675,Sibylla,Kibble,0,73,1962-08-05,110,3,20000,N,0,12,3 Ruskin Hill,2122,0,Australia,9,0.61,0.61,0.7625,0.7625,676,676,0.70125,21131.0
676,Kariotta,Naper,0,8,1952-04-07,177,3,1000,N,0,21,87 Crescent Oaks Alley,2756,0,Australia,10,0.93,0.93,1.1625,0.988125,676,676,0.70125,24903.0
677,Wylie,Huntingdon,1,99,1966-08-11,176,2,1000,N,0,15,08822 Duke Road,2763,0,Australia,8,0.49,0.49,0.6125,0.520625,676,676,0.70125,19664.0
678,Lizbeth,Garvan,0,36,1996-09-06,164,3,1000,N,0,4,5 Schurz Street,2141,0,Australia,9,0.91,0.91,1.1375,0.9668749999999999,676,676,0.70125,8680.0
679,Averil,Ackery,1,93,1970-09-09,138,7,1000,N,1,7,344 Darwin Junction,2093,0,Australia,12,0.87,1.0875,1.359375,1.15546875,676,676,0.70125,18174.0
680,Myrtie,Ostrich,0,70,1996-06-18,176,6,40000,N,1,9,320 Acker Drive,2251,0,Australia,7,0.91,1.1375,1.1375,1.1375,676,676,0.70125,8760.0
681,Ross,Vidgen,1,17,1947-12-28,177,7,40000,N,0,12,2874 Bay Hill,4032,1,Australia,9,0.42,0.42,0.525,0.525,682,682,0.7000000000000001,26465.0
682,Sibby,Skinner,0,25,1981-05-05,9,5,1000,N,1,12,3 Sunbrook Alley,4178,1,Australia,7,0.79,0.9875,0.9875,0.839375,682,682,0.7000000000000001,14283.0
683,Selle,Casper,0,98,1978-03-27,145,3,1000,N,1,10,34 Jay Hill,2880,0,Australia,1,0.93,1.1625,1.453125,1.23515625,684,684,0.7,15418.0
684,Andrew,Froment,1,58,1977-07-19,106,7,20000,N,0,7,78 Bluestem Road,3860,2,Australia,2,0.88,0.88,0.88,0.88,684,684,0.7,15669.0
685,Maurizia,Ritmeyer,0,95,1980-04-09,171,1,1000,N,1,3,0 Express Lane,2142,0,Australia,6,0.93,1.1625,1.453125,1.23515625,684,684,0.7,14674.0
686,Keenan,Moriarty,1,67,1994-12-23,14,2,1000,N,1,2,077 Hansons Point,4075,1,Australia,8,0.95,1.1875,1.1875,1.009375,684,684,0.7,9303.0
687,Davide,Senten,1,22,1941-02-23,11,5,1000,N,0,11,23737 Bartillon Street,2171,0,Australia,9,0.57,0.57,0.7124999999999999,0.6056249999999999,688,688,0.697,28964.0
688,Renie,Fiveash,0,92,1992-10-10,103,3,20000,N,0,16,2 Anniversary Trail,4508,1,Australia,4,0.91,0.91,1.1375,1.1375,688,688,0.697,10107.0
689,Willard,Booton,1,69,1938-09-02,184,3,20000,N,1,7,05 Ronald Regan Alley,2121,0,Australia,9,0.74,0.925,1.15625,1.15625,688,688,0.697,29869.0
690,Debby,Balmadier,0,53,1992-06-24,16,2,40000,N,1,5,738 Spaight Drive,3216,2,Australia,8,0.81,1.0125,1.0125,1.0125,691,691,0.6906249999999999,10215.0
691,Rockie,MacKibbon,1,42,1978-04-20,184,9,1000,N,1,13,8 Bunker Hill Court,2298,0,Australia,8,0.4,0.5,0.5,0.425,691,691,0.6906249999999999,15394.0
692,Harvey,Dwelley,1,70,1973-08-30,82,2,40000,N,0,18,59846 2nd Pass,2077,0,Australia,9,0.85,0.85,1.0625,1.0625,691,691,0.6906249999999999,17088.0
693,Patrice,Pariss,1,96,1954-06-15,173,2,1000,N,0,9,3745 Thierer Trail,4078,1,Australia,5,0.47,0.47,0.5874999999999999,0.4993749999999999,691,691,0.6906249999999999,24104.0
694,Arman,Yakubov,1,68,1977-10-07,176,6,20000,N,1,17,11121 Jackson Crossing,2323,0,Australia,4,0.77,0.9625,0.9625,0.9625,691,691,0.6906249999999999,15589.0
695,Gardiner,Gypps,1,91,1991-06-01,175,7,1000,N,1,13,1 Elgar Alley,2166,0,Australia,9,1.09,1.3625,1.703125,1.44765625,691,691,0.6906249999999999,10604.0
696,Cathleen,Le Teve,0,75,1950-11-06,126,9,20000,N,0,18,32834 Caliangt Way,4211,1,Australia,3,0.41,0.41,0.41,0.41,691,691,0.6906249999999999,25421.0
697,Thaddus,Joder,1,31,1957-12-10,184,5,1000,N,0,7,27185 Fisk Drive,2290,0,Australia,8,1.02,1.02,1.02,0.867,698,698,0.69,22830.0
698,Josepha,Clamp,0,12,1961-11-03,94,9,20000,N,0,12,2 Harper Junction,2069,0,Australia,12,0.56,0.56,0.7000000000000001,0.7000000000000001,698,698,0.69,21406.0
699,Jillane,Simion,0,8,1974-07-03,174,5,20000,N,0,7,7 Caliangt Street,4209,1,Australia,3,0.66,0.66,0.66,0.66,700,700,0.6875,16781.0
700,Lynnell,Shoesmith,0,44,1981-01-29,103,3,20000,N,1,7,5331 Ilene Parkway,2560,0,Australia,8,0.42,0.525,0.525,0.525,700,700,0.6875,14379.0
701,Mandie,MacAdie,0,39,1974-12-25,35,8,20000,N,0,13,1009 Roxbury Point,2110,0,Australia,11,0.59,0.59,0.7374999999999999,0.7374999999999999,700,700,0.6875,16606.0
702,Ferdinand,Billie,1,97,1965-09-04,34,5,1000,N,0,6,660 Carey Avenue,2759,0,Australia,8,0.95,0.95,1.1875,1.009375,700,700,0.6875,20005.0
703,Suzy,Bussens,0,44,1973-04-29,184,2,1000,N,0,13,25 Oneill Alley,4102,1,Australia,9,0.48,0.48,0.6,0.51,700,700,0.6875,17211.0
704,Emeline,Vezey,0,37,1953-08-07,50,3,40000,N,1,19,2 Golden Leaf Parkway,3759,2,Australia,7,0.78,0.9750000000000001,0.9750000000000001,0.9750000000000001,700,700,0.6875,24416.0
705,Cissiee,Baylis,0,99,1951-07-22,44,2,20000,N,0,16,18 Dottie Park,2230,0,Australia,11,0.44,0.44,0.55,0.55,700,700,0.6875,25163.0
706,Roldan,Raybould,1,27,1975-11-18,14,2,1000,N,0,11,85 Badeau Pass,3158,2,Australia,8,0.61,0.61,0.61,0.5185,700,700,0.6875,16278.0
707,Barth,Weare,1,18,1946-08-22,37,3,1000,N,1,8,784 Lotheville Court,2541,0,Australia,5,0.44,0.55,0.55,0.4675,708,708,0.68,26958.0
708,Alta,Pithcock,0,64,1999-11-18,70,2,1000,N,0,2,57568 Northview Junction,2141,0,Australia,7,0.61,0.61,0.61,0.5185,708,708,0.68,7512.0
709,Marc,Keunemann,1,57,1972-09-04,50,3,40000,N,1,14,283 Golf View Lane,2747,0,Australia,8,1.01,1.2625,1.2625,1.2625,708,708,0.68,17448.0
710,Bertine,Smalles,0,85,1983-12-10,176,2,1000,N,1,9,7 Johnson Hill,3028,2,Australia,8,0.86,1.075,1.34375,1.1421875,708,708,0.68,13334.0
711,Wilbert,O'Loughnan,1,14,1983-05-18,108,2,1000,N,1,6,22580 Doe Crossing Drive,4055,1,Australia,9,1.03,1.2875,1.609375,1.36796875,708,708,0.68,13540.0
712,Seymour,Fellibrand,1,28,1971-10-11,164,9,40000,N,1,18,96081 Lakewood Hill,4650,1,Australia,2,0.64,0.8,0.8,0.8,708,708,0.68,17777.0
713,Miran,Runchman,0,47,1975-07-09,101,7,1000,N,0,17,6634 Old Gate Parkway,4304,1,Australia,3,0.62,0.62,0.62,0.527,708,708,0.68,16410.0
714,Dorotea,Fenwick,0,74,1950-10-12,101,2,20000,N,0,12,72 Lukken Crossing,2016,0,Australia,11,0.56,0.56,0.7000000000000001,0.7000000000000001,715,715,0.67734375,25446.0
715,Jenny,Massy,0,82,1963-10-16,122,8,1000,N,1,10,6 Meadow Ridge Pass,2470,0,Australia,2,0.8,1.0,1.25,1.0625,715,715,0.67734375,20694.0
716,Hyman,Petrolli,1,8,1965-09-09,144,9,40000,N,1,4,290 Menomonie Circle,3782,2,Australia,7,0.85,1.0625,1.0625,1.0625,715,715,0.67734375,20000.0
717,Beatrix,McGivena,0,26,1966-10-18,20,3,1000,N,1,9,6 Sutherland Parkway,4879,1,Australia,10,0.62,0.775,0.96875,0.8234374999999999,715,715,0.67734375,19596.0
718,Nalani,Hallad,0,15,1999-11-30,64,3,40000,N,1,9,1 Oriole Crossing,3184,2,Australia,9,0.62,0.775,0.96875,0.96875,719,719,0.675,7500.0
719,Inglebert,Butland,1,71,1966-01-30,14,2,1000,N,1,7,51837 Canary Center,2114,0,Australia,9,0.41,0.5125,0.640625,0.54453125,719,719,0.675,19857.0
720,Brendis,Pineaux,1,12,1978-01-15,95,5,1000,N,0,5,43030 Carberry Way,2560,0,Australia,4,0.48,0.48,0.48,0.408,719,719,0.675,15489.0
721,Jaimie,Lancastle,1,71,1972-10-23,174,9,1000,N,1,5,0 Bay Drive,2750,0,Australia,8,0.45,0.5625,0.5625,0.478125,722,722,0.6715,17399.0
722,Glendon,Malham,1,36,1965-08-21,178,5,1000,N,0,17,6 Anzinger Pass,3030,2,Australia,6,0.56,0.56,0.56,0.476,722,722,0.6715,20019.0
723,Morganica,Bentke,0,40,1977-01-03,93,4,40000,N,1,21,19453 Ramsey Point,3067,2,Australia,11,0.88,1.1,1.375,1.375,724,724,0.67,15866.0
724,Calida,Schaben,0,54,1969-03-06,126,9,1000,N,1,10,1861 Chive Court,2199,0,Australia,9,0.74,0.925,1.15625,0.9828125,725,725,0.6693749999999999,18726.0
725,Hallsy,Voysey,1,83,1970-03-11,33,9,1000,N,0,16,9 Westerfield Point,3437,2,Australia,9,0.83,0.83,1.0375,0.8818749999999999,725,725,0.6693749999999999,18356.0
726,Lanny,Currall,1,37,1997-10-23,56,9,20000,N,1,9,3 Redwing Center,2209,0,Australia,10,0.55,0.6875,0.859375,0.859375,725,725,0.6693749999999999,8268.0
727,Son,Varney,1,75,1993-11-02,18,6,1000,N,1,10,189 Bayside Court,2480,0,Australia,7,0.67,0.8375,0.8375,0.711875,725,725,0.6693749999999999,9719.0
728,Bartram,Caltun,1,28,1956-09-15,89,3,40000,N,1,12,174 Farwell Point,2121,0,Australia,11,0.76,0.95,1.1875,1.1875,725,725,0.6693749999999999,23281.0
729,Halette,Borsi,0,60,1961-12-10,133,3,40000,N,1,16,356 Pennsylvania Point,2128,0,Australia,9,0.7,0.875,1.09375,1.09375,725,725,0.6693749999999999,21369.0
730,Killie,Densie,1,87,1997-03-28,65,4,1000,N,1,11,62 Dryden Junction,2042,0,Australia,10,0.81,1.0125,1.265625,1.07578125,731,731,0.6640625,8477.0
731,Mandi,Adamsson,0,40,1992-04-07,114,5,1000,N,1,5,25 Westerfield Road,4165,1,Australia,5,0.45,0.5625,0.5625,0.478125,731,731,0.6640625,10293.0
732,Kylila,Basezzi,0,94,1945-06-11,20,9,1000,N,1,9,64 Armistice Point,4217,1,Australia,9,0.52,0.65,0.8125,0.6906249999999999,733,733,0.6625000000000001,27395.0
733,Yardley,Matten,1,35,1991-03-06,90,2,1000,N,0,15,74 Everett Court,4408,1,Australia,2,0.89,0.89,0.89,0.7565,733,733,0.6625000000000001,10691.0
734,Shepperd,Leonards,1,17,1981-04-14,34,5,1000,N,1,5,38 Nobel Lane,2147,0,Australia,9,0.73,0.9125,1.140625,0.96953125,733,733,0.6625000000000001,14304.0
735,Hamel,Curzey,1,11,1990-04-04,165,9,1000,N,1,9,6936 Homewood Avenue,4000,1,Australia,7,0.47,0.5874999999999999,0.5874999999999999,0.4993749999999999,733,733,0.6625000000000001,11027.0
736,Fancie,Woofendell,0,68,1966-09-17,133,3,1000,N,1,6,8 Crowley Center,4212,1,Australia,7,0.59,0.7374999999999999,0.7374999999999999,0.626875,733,733,0.6625000000000001,19627.0
737,Zebulen,Emtage,1,52,1963-09-01,140,9,20000,N,1,17,44 Ronald Regan Parkway,4352,1,Australia,7,0.96,1.2,1.2,1.2,733,733,0.6625000000000001,20739.0
738,Micheil,Fleote,1,48,1975-09-20,36,5,20000,N,0,16,174 Lotheville Crossing,2093,0,Australia,9,0.94,0.94,1.175,1.175,739,739,0.66,16337.0
739,Cecily,Faircley,0,42,1947-06-12,9,4,40000,N,1,19,8 Bluejay Road,4301,1,Australia,1,1.1,1.375,1.375,1.375,739,739,0.66,26664.0
740,Glory,Chilcott,0,49,1939-09-09,184,8,20000,N,0,9,4286 Rowland Circle,4165,1,Australia,5,0.82,0.82,0.82,0.82,741,741,0.65875,29497.0
741,Sinclair,Wark,1,68,1974-02-21,68,2,1000,N,1,11,44 Thompson Center,2134,0,Australia,9,0.43,0.5375,0.671875,0.57109375,741,741,0.65875,16913.0
742,Tomaso,Horsley,1,97,2001-04-16,90,2,1000,N,1,10,70360 Onsgard Plaza,3977,2,Australia,6,0.83,1.0375,1.296875,1.10234375,741,741,0.65875,6997.0
743,Gilli,Christophers,0,70,1948-03-02,49,6,40000,N,1,17,53870 Jay Pass,4575,1,Australia,9,0.52,0.65,0.8125,0.8125,744,744,0.65625,26400.0
744,Errick,Burgin,1,87,1998-08-19,113,1,1000,N,0,11,417 Killdeer Alley,2650,0,Australia,2,0.47,0.47,0.5874999999999999,0.4993749999999999,744,744,0.65625,7968.0
745,Damian,Renard,1,43,1976-07-19,146,7,40000,N,0,8,28 Prentice Trail,2155,0,Australia,10,0.54,0.54,0.675,0.675,744,744,0.65625,16034.0
746,Agnola,Batterson,0,86,1980-01-03,111,2,1000,N,0,7,216 Bultman Park,4305,1,Australia,3,0.92,0.92,1.15,0.9775,747,747,0.6545,14771.0
747,Riki,Wandtke,0,25,1962-05-12,92,1,1000,N,1,5,435 Mitchell Street,4115,1,Australia,7,1.07,1.3375,1.3375,1.136875,748,748,0.65078125,21216.0
748,Mikol,Eck,1,99,1975-07-25,174,2,1000,N,1,21,15621 Twin Pines Crossing,4130,1,Australia,9,0.9,1.125,1.40625,1.1953125,748,748,0.65078125,16394.0
749,Phyllis,Wibberley,0,7,1971-01-10,180,7,40000,N,0,11,03 Bellgrove Avenue,2066,0,Australia,12,0.83,0.83,1.0375,1.0375,750,750,0.65,18051.0
750,Burt,Vasechkin,1,33,1950-04-15,144,7,1000,N,1,20,89100 Rusk Crossing,3338,2,Australia,2,0.49,0.6125,0.6125,0.520625,751,751,0.648125,25626.0
751,Adriana,Saundercock,2,20,,101,4,20000,N,1,14,82 Gina Junction,3806,2,Australia,7,0.51,0.6375,0.6375,0.6375,751,751,0.648125,17950.413021363172
752,Trudie,Phinnessy,0,45,1960-07-04,184,2,1000,N,1,15,077 Dennis Lane,3030,2,Australia,9,0.76,0.95,1.1875,1.009375,751,751,0.648125,21893.0
753,Frederigo,Cribbott,1,35,1965-03-15,145,3,1000,N,0,16,42280 Namekagon Crossing,2140,0,Australia,8,1.06,1.06,1.06,0.901,754,754,0.646,20178.0
754,Glenda,Eliet,0,87,1974-06-17,123,9,1000,N,0,12,1 Fordem Way,3844,2,Australia,7,1.09,1.09,1.3625,1.158125,755,755,0.64,16797.0
755,Darb,,1,80,1969-06-04,69,3,40000,N,0,10,780 Bonner Pass,4034,1,Australia,5,0.74,0.74,0.74,0.74,755,755,0.64,18636.0
756,Cal,Van den Velde,1,22,1996-03-18,144,2,40000,N,1,6,77916 Moland Park,3174,2,Australia,6,0.65,0.8125,0.8125,0.8125,755,755,0.64,8852.0
757,Stephani,Sidsaff,0,32,1973-09-29,143,2,1000,N,1,6,00 Southridge Avenue,2036,0,Australia,11,0.7,0.875,1.09375,0.9296875,755,755,0.64,17058.0
